OTU,THxT1x1Bac,THxT1x2Bac,THxT1x3Bac,THxT21x1Bac,THxT21x2Bac,THxT21x3Bac,THxT3x1Bac,THxT3x2Bac,THxT3x3Bac,THxT7x1Bac,THxT7x2Bac,THxT7x3Bac,sum,Domain,Confidence_domain,Phylum,Confidence_phylum,Class,Confidence_class,Order,Confidence_order,Family,Confidence_family,Genus,Confidence_genus
OTU_912,2,14,0,0,0,0,0,1,0,2,0,4,105,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cytophagaceae,0.6,Ekhidna,0.6
OTU_913,0,0,0,0,43,0,0,0,0,0,0,0,105,Bacteria,1,Proteobacteria,0.98,Gammaproteobacteria,0.98,Pseudomonadales,0.34,Pseudomonadaceae,0.33,Thiopseudomonas,0.13
OTU_914,0,1,0,0,0,0,1,3,11,0,0,1,105,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.98,Alteromonadaceae,0.89,Glaciecola,0.88
OTU_915,0,0,0,5,0,1,0,0,0,0,2,0,105,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Alcanivoracaceae,1,Alcanivorax,1
OTU_916,0,0,0,1,1,11,0,0,0,0,1,0,104,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sneathiellales,1,Sneathiellaceae,1,Sneathiella,1
OTU_917,0,0,0,0,0,0,0,0,0,0,0,0,104,Bacteria,1,Spirochaetes,1,Spirochaetia,1,Spirochaetales,1,Spirochaetaceae,1,Spirochaeta,1
OTU_918,8,12,0,0,0,0,1,0,1,0,1,0,104,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Gillisia,0.99
OTU_919,0,0,4,0,0,0,0,0,0,0,0,0,104,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Lutibacter,1
OTU_920,0,0,0,0,0,1,0,0,0,1,2,2,104,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.92,Thiotrichales,0.61,Piscirickettsiaceae,0.61,Cycloclasticus,0.61
OTU_921,0,0,0,15,7,5,0,0,0,0,0,0,104,Bacteria,0.99,Hydrogenedentes,0.39,Candidatus Hydrogenedens,0.39,Candidatus Hydrogenedens,0.39,Candidatus Hydrogenedens,0.39,Candidatus Hydrogenedens,0.39
OTU_922,0,0,0,0,0,0,0,0,6,0,0,0,104,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Idiomarinaceae,1,Idiomarina,1
OTU_923,7,7,9,0,1,0,0,1,0,4,0,0,104,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.72,Oceanospirillaceae,0.61,Oceanospirillum,0.38
OTU_924,11,35,3,0,0,0,0,0,0,0,0,0,104,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.87,Oceanospirillaceae,0.87,Marinomonas,0.71
OTU_925,0,0,0,2,9,11,0,1,1,1,3,0,103,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Gilvibacter,0.63
OTU_926,0,1,0,0,0,0,2,1,12,1,0,0,103,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.91,Oceanospirillaceae,0.91,Oleispira,0.89
OTU_927,0,1,0,0,0,0,0,0,0,0,0,0,103,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Oceanospirillales,0.7,Alcanivoracaceae,0.62,Alcanivorax,0.62
OTU_928,7,25,0,0,1,1,0,2,0,2,0,0,103,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Gammaproteobacteria_incertae_sedis,0.17,Eionea,0.13,Eionea,0.13
OTU_929,1,29,0,0,1,0,0,0,0,2,0,0,102,Bacteria,1,Bacteroidetes,1,Cytophagia,0.91,Cytophagales,0.91,Cytophagaceae,0.47,Pseudarcicella,0.13
OTU_930,0,8,0,0,0,3,0,0,0,2,0,0,102,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Comamonadaceae,0.99,Hydrogenophaga,0.8
OTU_931,4,8,0,1,1,3,0,0,0,0,4,0,102,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,1,Erythrobacteraceae,0.99,Porphyrobacter,0.88
OTU_932,0,0,0,0,0,0,0,0,0,0,0,0,102,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Clostridium XlVa,0.55
OTU_933,1,19,1,0,0,0,0,0,0,0,1,0,102,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Actinomycetales,1,Cellulomonadaceae,0.59,Actinotalea,0.57
OTU_934,0,28,0,1,0,0,0,0,0,1,1,1,101,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Flammeovirgaceae,0.84,Fulvivirga,0.72
OTU_935,2,15,0,0,0,0,0,0,0,0,0,0,101,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,1,Sphingomonadaceae,1,Sphingomonas,0.98
OTU_936,0,0,0,0,1,5,1,0,0,1,0,0,101,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.99,Pseudomonadaceae,0.99,Pseudomonas,0.95
OTU_937,0,14,3,0,2,0,0,1,0,0,0,2,100,Bacteria,1,Bacteroidetes,0.64,Sphingobacteriia,0.46,Sphingobacteriales,0.46,Rhodothermaceae,0.44,Salisaeta,0.24
OTU_938,0,27,2,0,0,0,0,1,0,0,0,0,100,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Oceanospirillales,0.68,Oceanospirillaceae,0.34,Pseudospirillum,0.29
OTU_939,0,0,0,17,35,6,0,0,0,0,1,0,100,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.64,Oceanospirillaceae,0.57,Marinospirillum,0.57
OTU_940,0,0,0,0,0,0,0,0,0,0,0,0,100,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cyclobacteriaceae,1,Cyclobacterium,1
OTU_941,1,9,0,0,0,0,0,0,0,0,0,0,100,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Psychromonadaceae,0.98,Psychromonas,0.98
OTU_942,1,0,0,0,0,0,0,0,0,0,0,0,99,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Chromatiales,0.7,Chromatiaceae,0.7,Rheinheimera,0.7
OTU_943,0,17,3,0,0,1,0,0,0,1,0,2,99,Bacteria,1,Proteobacteria,0.98,Betaproteobacteria,0.87,Methylophilales,0.2,Methylophilaceae,0.2,Methylotenera,0.18
OTU_944,0,15,0,0,0,1,1,1,0,2,0,1,99,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Antarcticimonas,0.6
OTU_945,2,12,0,0,0,0,2,0,2,2,0,0,99,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Caulobacterales,1,Hyphomonadaceae,1,Litorimonas,1
OTU_946,0,0,0,0,0,0,0,0,0,0,0,0,99,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prolixibacteraceae,1,Sunxiuqinia,1
OTU_947,0,0,0,0,0,2,0,0,1,1,0,0,99,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.65,Alteromonadales,0.53,Alteromonadales_incertae_sedis,0.13,Psychrobium,0.13
OTU_948,0,0,0,1,1,0,0,0,0,0,0,0,99,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Thiotrichales,0.54,Piscirickettsiaceae,0.54,Cycloclasticus,0.54
OTU_949,0,1,1,0,0,0,0,0,0,0,0,0,99,Bacteria,1,Verrucomicrobia,1,Verrucomicrobiae,1,Verrucomicrobiales,1,Verrucomicrobiaceae,1,Luteolibacter,1
OTU_950,2,17,4,0,0,1,1,0,0,1,2,1,98,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Acidimicrobiales,1,Acidimicrobiaceae,1,Ilumatobacter,1
OTU_951,9,28,0,0,0,1,0,0,0,0,0,0,98,Bacteria,1,Acidobacteria,0.92,Acidobacteria_Gp10,0.91,Gp10,0.91,Gp10,0.91,Gp10,0.91
OTU_952,0,0,0,0,0,6,0,0,0,0,0,0,98,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Clostridiales_Incertae Sedis XII,1,Fusibacter,1
OTU_953,0,8,0,0,0,0,0,2,2,0,0,2,98,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.9,Oceanospirillaceae,0.9,Neptunomonas,0.4
OTU_954,0,28,0,0,2,0,0,0,0,1,0,0,98,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.58,Alteromonadales_incertae_sedis,0.48,Maricurvus,0.39
OTU_955,0,0,0,0,2,0,0,1,0,0,0,1,97,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.88,Halioglobus,0.56,Halioglobus,0.56
OTU_956,0,0,0,0,0,0,2,4,12,2,0,0,97,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,0.99
OTU_957,2,0,0,0,0,0,0,0,0,1,0,1,97,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Moraxellaceae,0.99,Acinetobacter,0.76
OTU_958,0,0,0,0,0,0,5,1,1,0,1,5,97,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.96,Oceanospirillaceae,0.96,Thalassolituus,0.94
OTU_959,0,0,0,0,0,0,0,0,0,0,0,0,97,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.72,Flavobacteriales,0.72,Cryomorphaceae,0.53,Lishizhenia,0.26
OTU_960,0,9,0,0,0,1,0,2,0,2,0,0,97,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.91,Oceanospirillaceae,0.91,Neptunomonas,0.9
OTU_961,2,8,3,0,0,0,1,0,0,0,0,0,96,Bacteria,1,Proteobacteria,0.76,Deltaproteobacteria,0.74,Deltaproteobacteria_incertae_sedis,0.35,Deferrisoma,0.35,Deferrisoma,0.35
OTU_962,0,15,0,0,0,0,0,0,0,0,2,0,96,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.81,Flavobacteriales,0.81,Cryomorphaceae,0.35,Owenweeksia,0.35
OTU_963,1,9,0,0,0,0,0,0,1,1,1,0,96,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Chromatiales,0.44,Thioalkalispiraceae,0.2,Thiohalophilus,0.2
OTU_964,4,9,0,1,0,0,0,0,0,3,2,1,96,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Xanthomonadales,0.96,Sinobacteraceae,0.96,Nevskia,0.45
OTU_965,10,9,0,0,0,0,0,1,6,1,3,2,96,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Shewanellaceae,1,Shewanella,1
OTU_966,4,7,1,0,0,1,0,1,1,0,0,1,95,Bacteria,1,Parcubacteria,0.89,Parcubacteria_genera_incertae_sedis,0.89,Parcubacteria_genera_incertae_sedis,0.89,Parcubacteria_genera_incertae_sedis,0.89,Parcubacteria_genera_incertae_sedis,0.89
OTU_967,1,11,0,0,1,0,1,0,1,1,1,0,95,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,1,Erythrobacteraceae,0.59,Altererythrobacter,0.59
OTU_968,0,0,0,0,0,0,0,0,0,0,0,0,95,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Legionellales,0.79,Coxiellaceae,0.79,Coxiella,0.79
OTU_969,0,24,0,1,1,0,0,0,1,0,0,3,95,Bacteria,1,Chloroflexi,0.9,Caldilineae,0.83,Caldilineales,0.83,Caldilineaceae,0.83,Litorilinea,0.6
OTU_970,0,0,0,0,0,0,0,0,0,0,0,0,95,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Prolixibacteraceae,0.98,Draconibacterium,0.93
OTU_971,0,0,0,0,0,0,0,0,1,0,0,0,95,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Lutibacter,0.98
OTU_972,3,0,0,0,0,0,2,0,9,0,0,0,95,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.97,Alteromonadaceae,0.78,Glaciecola,0.72
OTU_973,0,16,0,0,0,0,0,0,0,0,0,0,95,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.98,Pseudoalteromonadaceae,0.5,Pseudoalteromonas,0.5
OTU_974,0,1,0,1,2,1,2,2,6,11,0,0,95,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.55,Pseudomonadaceae,0.55,Thiopseudomonas,0.16
OTU_975,0,0,0,0,0,2,0,0,0,2,0,2,95,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.87,Thiotrichales,0.51,Piscirickettsiaceae,0.51,Cycloclasticus,0.51
OTU_976,3,9,0,0,0,0,0,0,0,0,0,1,94,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Chromatiales,0.5,Halothiobacillaceae,0.33,Thiovirga,0.17
OTU_977,0,0,0,0,0,0,0,0,0,0,0,0,94,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Vibrionales,1,Vibrionaceae,1,Vibrio,0.65
OTU_978,1,5,0,0,0,0,1,2,1,0,0,2,94,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Oceanospirillaceae,1,Oleispira,1
OTU_979,1,19,0,0,0,0,0,0,0,4,5,0,93,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Alteromonadales,0.8,Colwelliaceae,0.68,Thalassotalea,0.57
OTU_980,0,0,0,0,0,0,0,0,0,0,0,0,93,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Chromatiales,0.62,Chromatiaceae,0.5,Thiohalocapsa,0.38
OTU_981,0,0,0,1,3,1,0,0,0,1,1,0,93,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Chromatiales,0.67,Ectothiorhodospiraceae,0.43,Ectothiorhodosinus,0.05
OTU_982,0,0,0,0,0,0,0,2,1,1,0,0,93,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.78,Oceanospirillaceae,0.73,Thalassolituus,0.54
OTU_983,0,0,0,0,0,0,0,0,1,29,0,0,93,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.65,Colwelliaceae,0.48,Colwellia,0.48
OTU_984,0,1,0,0,1,1,0,0,0,0,1,2,93,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Alteromonadaceae,0.97,Paraglaciecola,0.78
OTU_985,1,22,0,0,0,0,0,0,0,0,0,0,93,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Bacteroidaceae,1,Bacteroides,1
OTU_986,0,10,0,0,0,0,0,1,0,0,0,0,92,Bacteria,1,Proteobacteria,1,Betaproteobacteria,0.98,Burkholderiales,0.81,Burkholderiaceae,0.26,Paucimonas,0.1
OTU_987,0,0,0,0,0,0,0,0,0,0,0,0,92,Bacteria,1,Bacteroidetes,1,Cytophagia,0.77,Cytophagales,0.77,Flammeovirgaceae,0.51,Imperialibacter,0.4
OTU_988,5,30,1,0,0,0,0,1,4,0,0,0,92,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.97,Thiotrichales,0.34,Thiotrichaceae,0.3,Leucothrix,0.3
OTU_989,0,1,0,1,1,0,0,0,1,0,2,0,92,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Caulobacterales,1,Hyphomonadaceae,1,Algimonas,0.49
OTU_990,0,0,0,0,4,8,0,0,0,2,5,1,92,Bacteria,1,Bacteroidetes,1,Cytophagia,0.46,Cytophagales,0.46,Cyclobacteriaceae,0.14,Mongoliitalea,0.12
OTU_991,6,11,0,0,0,0,0,3,2,0,0,0,92,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Alteromonadaceae,0.99,Glaciecola,0.69
OTU_992,2,15,2,0,0,0,0,0,0,2,2,2,92,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Cryomorphaceae,0.95,Fluviicola,0.4
OTU_993,6,8,1,0,0,0,0,1,0,0,0,0,92,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Oceanospirillales,0.95,Oceanospirillaceae,0.94,Marinomonas,0.67
OTU_994,0,0,0,0,0,0,0,0,0,0,0,1,92,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.99,Pseudomonadaceae,0.99,Pseudomonas,0.81
OTU_995,0,16,2,0,0,0,0,0,1,0,0,0,91,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,0.98,Aeromonadaceae,0.98,Aeromonas,0.98
OTU_996,1,7,0,0,0,1,0,1,0,0,0,3,91,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Chromatiales,0.92,Thioalkalispiraceae,0.59,Thioprofundum,0.58
OTU_997,0,0,0,0,0,0,0,0,0,0,0,0,91,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.97,Flavobacteriales,0.97,Flavobacteriaceae,0.93,Flavicella,0.43
OTU_998,0,8,0,0,0,0,1,1,1,0,0,0,91,Bacteria,1,Proteobacteria,1,Epsilonproteobacteria,1,Campylobacterales,1,Campylobacteraceae,1,Arcobacter,0.99
OTU_999,0,0,0,0,0,0,3,2,1,0,0,0,91,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Litoreibacter,0.53
OTU_1000,0,8,0,0,0,0,0,0,0,0,0,0,91,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfobacterales,1,Desulfobacteraceae,1,Desulfofrigus,0.66
OTU_1001,2,4,0,0,0,0,0,0,1,0,0,0,90,Bacteria,1,Proteobacteria,0.86,Alphaproteobacteria,0.61,Rickettsiales,0.28,Rickettsiaceae,0.28,Orientia,0.28
OTU_1002,0,10,1,0,0,0,0,0,0,0,0,0,90,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.84,Flavobacteriales,0.84,Flavobacteriaceae,0.78,Mesonia,0.39
OTU_1003,1,0,0,0,0,0,0,0,1,0,0,0,90,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Vibrionales,0.99,Vibrionaceae,0.99,Aliivibrio,0.54
OTU_1004,2,0,0,0,3,1,0,2,0,3,2,1,90,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.98,Flavobacteriales,0.98,Flavobacteriaceae,0.98,Galbibacter,0.33
OTU_1005,0,0,0,0,0,0,0,0,0,0,1,1,90,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhizobiales,1,Phyllobacteriaceae,1,Hoeflea,0.94
OTU_1006,0,0,0,1,1,0,0,1,0,0,0,0,90,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.97,Alteromonadales,0.62,Alteromonadaceae,0.32,Agarivorans,0.31
OTU_1007,0,0,0,0,0,0,0,0,0,0,0,0,90,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.99,Alcanivoracaceae,0.99,Alcanivorax,0.99
OTU_1008,0,5,0,0,0,0,4,2,5,0,1,0,90,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.83,Alteromonadaceae,0.65,Glaciecola,0.64
OTU_1009,7,30,0,0,0,0,0,0,0,0,0,0,90,Bacteria,1,Proteobacteria,0.98,Betaproteobacteria,0.93,Burkholderiales,0.74,Oxalobacteraceae,0.51,Oxalobacter,0.31
OTU_1010,2,0,0,1,2,2,0,0,0,0,0,0,89,Bacteria,1,Acidobacteria,0.95,Acidobacteria_Gp22,0.92,Gp22,0.92,Gp22,0.92,Gp22,0.92
OTU_1011,0,20,0,0,0,2,0,0,0,1,1,0,89,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.97,Chromatiales,0.74,Thioalkalispiraceae,0.25,Thiohalophilus,0.23
OTU_1012,0,0,0,0,0,0,0,0,0,1,1,3,89,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,0.89,Rhodobacterales,0.89,Rhodobacteraceae,0.89,Vadicella,0.66
OTU_1013,1,33,0,0,0,0,0,0,1,0,0,0,89,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.66,Oceanospirillaceae,0.66,Amphritea,0.29
OTU_1014,0,0,0,0,0,0,0,0,0,0,0,0,89,Bacteria,1,Proteobacteria,0.98,Alphaproteobacteria,0.93,Rickettsiales,0.19,Rickettsiaceae,0.16,Orientia,0.16
OTU_1015,0,8,0,0,0,0,0,0,1,0,1,0,88,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Chromatiales,0.76,Chromatiaceae,0.24,Thiohalobacter,0.09
OTU_1017,0,1,0,0,0,1,2,0,1,1,0,0,88,Bacteria,1,Proteobacteria,0.99,Epsilonproteobacteria,0.51,Campylobacterales,0.48,Helicobacteraceae,0.38,Sulfurovum,0.38
OTU_1018,0,0,0,3,0,0,0,0,0,0,1,1,88,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.96,Oceanospirillales,0.69,Alcanivoracaceae,0.66,Alcanivorax,0.66
OTU_1019,2,27,0,0,0,0,1,1,0,0,0,0,88,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Halomonadaceae,0.98,Halomonas,0.53
OTU_1020,0,0,0,0,1,0,0,1,1,1,0,0,88,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfobacterales,0.98,Desulfobacteraceae,0.98,Desulfatitalea,0.28
OTU_1021,0,0,0,0,0,0,0,0,0,0,0,0,88,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Thiotrichales,0.49,Piscirickettsiaceae,0.49,Cycloclasticus,0.48
OTU_1022,0,18,2,0,0,0,0,2,0,0,0,0,87,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Comamonadaceae,1,Polaromonas,0.94
OTU_1023,0,0,0,11,0,1,0,0,0,0,0,0,87,Bacteria,1,Verrucomicrobia,1,Opitutae,1,Puniceicoccales,1,Puniceicoccaceae,1,Pelagicoccus,1
OTU_1024,0,0,0,2,0,0,0,0,0,0,2,0,87,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.99,Alcanivoracaceae,0.99,Alcanivorax,0.99
OTU_1025,1,5,0,0,0,0,2,0,3,1,0,2,87,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.81,Oceanospirillaceae,0.8,Marinomonas,0.77
OTU_1026,0,0,0,0,0,0,0,0,4,0,1,1,87,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Methylophilales,0.91,Methylophilaceae,0.91,Methylotenera,0.84
OTU_1027,0,0,0,5,0,0,0,0,0,2,0,10,87,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Cryomorphaceae,0.96,Lishizhenia,0.62
OTU_1028,0,0,0,2,5,5,0,0,0,1,0,0,87,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Caulobacterales,1,Hyphomonadaceae,1,Fretibacter,0.5
OTU_1029,3,5,1,0,0,1,0,0,2,5,0,1,86,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Olleya,0.52
OTU_1030,0,0,0,0,0,0,1,0,2,0,0,0,86,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.76,Pseudoalteromonadaceae,0.37,Pseudoalteromonas,0.36
OTU_1031,1,15,3,0,0,0,0,0,1,0,0,0,86,Bacteria,1,Actinobacteria,0.81,Actinobacteria,0.81,Acidimicrobiales,0.48,Acidimicrobiaceae,0.3,Ferrithrix,0.22
OTU_1032,0,0,0,0,0,0,0,0,0,0,3,0,86,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,0.99,Rhodobacteraceae,0.99,Oceanicola,0.31
OTU_1033,0,4,0,0,0,1,0,0,0,0,0,1,85,Bacteria,1,Proteobacteria,0.65,Alphaproteobacteria,0.2,Caulobacterales,0.13,Hyphomonadaceae,0.13,Litorimonas,0.11
OTU_1034,0,15,1,0,0,0,0,2,0,0,0,0,84,Bacteria,1,Nitrospinae,0.54,Nitrospinia,0.54,Nitrospinales,0.54,Nitrospinaceae,0.54,Nitrospina,0.54
OTU_1035,0,25,0,0,0,0,2,3,0,0,0,2,84,Bacteria,1,Bacteroidetes,0.48,Bacteroidia,0.29,Bacteroidales,0.29,Porphyromonadaceae,0.18,Acetobacteroides,0.1
OTU_1036,0,0,0,0,0,2,0,1,1,0,1,1,84,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.9,Oceanospirillaceae,0.8,Neptunomonas,0.41
OTU_1037,0,0,0,0,0,0,0,2,1,0,0,0,84,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Shewanellaceae,0.85,Shewanella,0.85
OTU_1038,0,9,1,0,0,0,0,0,1,2,0,0,84,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Pseudohalocynthiibacter,0.98
OTU_1039,0,0,0,5,29,13,0,0,0,0,0,0,84,Bacteria,1,Planctomycetes,1,Planctomycetia,1,Planctomycetales,1,Planctomycetaceae,1,Gimesia,1
OTU_1040,0,0,0,0,0,0,0,0,0,0,0,0,83,Bacteria,1,Firmicutes,1,Clostridia,1,Halanaerobiales,1,Halanaerobiaceae,1,Halanaerobium,1
OTU_1041,1,0,1,0,0,0,0,0,0,0,0,1,83,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Chromatiales,0.7,Ectothiorhodospiraceae,0.41,Thiohalomonas,0.21
OTU_1042,0,6,0,0,0,0,0,0,1,1,0,0,83,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Alteromonadales,0.22,Alteromonadales_incertae_sedis,0.13,Pseudomaricurvus,0.13
OTU_1043,0,0,0,0,0,0,0,0,0,0,0,0,83,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.92,Flavobacteriales,0.92,Cryomorphaceae,0.77,Owenweeksia,0.55
OTU_1044,0,0,0,0,0,0,0,0,0,0,0,0,83,Bacteria,1,Proteobacteria,0.98,Alphaproteobacteria,0.85,Rhizobiales,0.28,Hyphomicrobiaceae,0.25,Cucumibacter,0.23
OTU_1045,0,0,0,0,0,6,0,0,0,0,0,0,83,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Kordiimonadales,1,Kordiimonadaceae,1,Kordiimonas,1
OTU_1046,0,0,0,1,0,0,0,0,1,1,0,0,83,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Colwelliaceae,1,Colwellia,1
OTU_1047,0,0,0,0,0,0,0,0,0,0,0,0,83,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfovibrionales,1,Desulfovibrionaceae,1,Desulfovibrio,0.99
OTU_1048,0,0,0,0,0,0,0,0,0,0,0,0,83,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prolixibacteraceae,1,Sunxiuqinia,1
